Author,Published At,Like Count,Comment
@MAWUJAJAN,2025-07-18T08:42:07Z,0,VCONK????
@Raj.....99,2025-07-18T08:42:07Z,0,Jodoh karna setan😂😂
@zahzoy,2025-07-18T08:42:07Z,0,"Padahal baru semalem gue liat koh bravy ngelive di tiktok. Siang ini malah terkaget kaget sama podcast mbak er ini. Sehat-sehat mbak er dan debay, semoga lancar sampe hari lahiran ya mbak. Semoga anaknya menjadi berkat dan penghibur hati bagi sekitarnya 💙

Semoga mbak er nanti dapat pasangan terbaik ya mbak, entah braver berlanjut atau engga. Sehat dan bahagia selalu mbak er dan baby Andrew 💙"
@adiraputri216,2025-07-18T08:42:05Z,0,Bapaknya siapa si?
@viustersidabalok2168,2025-07-18T08:42:04Z,0,Bravy gimana ini wooyyyy
@anakfarm,2025-07-18T08:42:02Z,0,Mbaa er big hug😢😢❤
@Amy_alee,2025-07-18T08:42:01Z,0,Mba errrr aku nangissss 😭 ternyata kamu yg se cool itu selama ini mendem ini sendirian 😭😭😭
@NabilaLuna-r2d,2025-07-18T08:42:01Z,0,Meskipun mba er salah tapi aku salut banget mba er begitu lembut hatinya tanggung jawab apa yg dia lakukan tak ada dendam ..semoga lancar kelahirannya mba er dek bay sehat wal afiat
@fahmirosyadi8400,2025-07-18T08:42:00Z,0,VCONK = KUMA.????
@hserwan181,2025-07-18T08:41:57Z,0,maksud disini ayahnya siapa guys?
@mawarlindasari,2025-07-18T08:41:56Z,0,Ambil tisu aja lamanya 😂
@DavidAno-lt8jg,2025-07-18T08:41:53Z,0,Mba seriusan ? 🥺
@avriliatn6496,2025-07-18T08:41:52Z,0,Gua nunggu kejutan anjir kirain prank 😭😭 tapi sampe akhir nonton gada mulu . Serius ga sih ini
@ArnoDamax,2025-07-18T08:41:52Z,0,"Giliran enak nya diem-diem aja,,, Giliran gini di buka kemana mana,,,"
@WulanMestika,2025-07-18T08:41:51Z,0,"Gue shock , karna slama ini tau nya perut dia rata cuyyy 
Baru juga liat tiktok langsung kesini.  Karna ku kira cuma promo film"
@wkwkwk515,2025-07-18T08:41:50Z,0,Mbak eeer😭😭siapa sangka dia se happy dan setenang itu nyimpen hal se menyedihkan ini🥺🥺
@azphabet7291,2025-07-18T08:41:50Z,0,9 MONTH????? ITS A BIG BULLSHIT
@merrylambilyentertainment4671,2025-07-18T08:41:50Z,0,"ambil pelajaran hidupmu erica ,selagi masih ada nafas Allah masih menerima taubat hambaNya bertanggungjawablah dg amanah yg sdh diberikan kpdmu ,semangat💪🏻"
@MaksumHuda-v2d,2025-07-18T08:41:50Z,0,"Nuray aja   yang di tonton banyak orang film filmnya bisa berubah 
Wanita hebat adalah dia yang mau bersalah  dan melakukan   hall baik untuk melanjutkan hidup yang lebih baik. 
Good erika."
@MegahSari-d8s,2025-07-18T08:41:44Z,0,"Kaget bgt pas tau mbak er hamil,semoga mbak er diberikan kesehatan dan lancar dalam persalinannya nanti,dan anaknya semoga kelak bisa menjadi anak yg baik,dan sayang sm mamanya❤"
@bungaavita7411,2025-07-18T08:41:43Z,0,Siapa sihhhhhhh cowonyaa
@elsarsita29,2025-07-18T08:41:41Z,0,spil dong cwonya erika yg hamilin dia
@LunaAzzalira,2025-07-18T08:41:41Z,1,peluk jauh kakkkkk erica☹️☹️☹️☹️
@lianabarliantika4829,2025-07-18T08:41:38Z,0,Please yg tau cowonya siapa spill
@ranimuharom3418,2025-07-18T08:41:38Z,0,Jdi ikut mewek 😢
@SulistyowatiSulistyowati-v5g,2025-07-18T08:41:38Z,0,Siapa sih yang dimaksud???
@YuniSyahrifah,2025-07-18T08:41:38Z,0,Pacarnya yg dj itu kah
@nevergiveup-r4i,2025-07-18T08:41:36Z,0,Cantik banyak yg dukung coba jelek...se indonesia menghujat...
@niningsuwartiningsih1523,2025-07-18T08:41:35Z,1,"Erika kamu akan menjadi ibu yang ""sakti"" di Indonesia. Banyak kasus seperti ini dan perempuan yang akan jadi super hero buat anaknya. Semangat buat anakmu yang akan punya masa depan 💪🏿💪🏿💪🏿"
@tanpanama626,2025-07-18T08:41:32Z,0,"Emang salah udah hamil di luar nikah, tapi keputusan untuk tidak menikah dengan laki2 yang tidak tepat itu juga baik, pasti akan ada konsekuensinya, tapi menikah cuma untuk supaya si anak punya bapak, itu udah bikin neraka dalam hidupnya juga. Bertobat dan bangkit lagi."
@trianaanggita2751,2025-07-18T08:41:32Z,0,dj yang suka live siapa lgi 😂
@iwansofyan505,2025-07-18T08:41:32Z,0,Udah biasa
@angelacornellia8315,2025-07-18T08:41:31Z,0,JAGAIN MBA ER YAA CONKKK 🥺🤍
@N3CR0_xyz,2025-07-18T08:41:30Z,0,"Keep strong mba er , semoga lancar sampai hr H.
Keep believing in your choice."
@Sadis-i1c,2025-07-18T08:41:29Z,0,Cowok itu siapa sih namanya? Artis jg?
@endahdwilestari7748,2025-07-18T08:41:29Z,0,respec ko lo cwo yg berani ngedeketin erika🔥
@CindyIndriyani-so2cj,2025-07-18T08:41:29Z,0,"Gilaa bnget pandaa anjjrr. Udh ngehamilin masih ada ngusuk , gilaaa banget"
@NiLuhHermilawati,2025-07-18T08:41:29Z,0,🥺🥺🥺
@mustikarahayu3102,2025-07-18T08:41:27Z,0,Karna mba er diam makanya si laki merasa terancam.
@yuliantiwardani7925,2025-07-18T08:41:26Z,0,gais ada yg tau ga cwonya siapa? ayahnya siapa?
@fadhkarim23,2025-07-18T08:41:26Z,0,Bravy kacau
@KhaleaputriAzzalea,2025-07-18T08:41:25Z,0,Gak mungkin mba R hamil dah
@Finaaudina1997,2025-07-18T08:41:24Z,0,Knapa Allah ngak SE adil itu untuk kami pejuang garis II yg menanti kdatangan bayi mungil dkehidupan kami brtahun2 sampe saat ini blum dksih jg 😭
@amalianurhidayatussolihah8681,2025-07-18T08:41:24Z,0,panda? masa iyaaa sih? 😢
@NungkiAlifiafatmawati,2025-07-18T08:41:23Z,0,Isinya cuma nangis 🥹 semangattt terus yaaaa mom to be ❤
@v10n4adlf,2025-07-18T08:41:19Z,0,"Kamu adalah aku mba er...
Dulu gue juga gitu ,,, gongnya saat aku 6 bulan baru cerita sama org"" terdkt aku sampai papa aku ga bicara sama skli 48 jam..
Beliau ga percaya aku sampai swjauh itu..
Krn aku adalah anak terbaik dan paling munafik di dpn semua org.. jdi org"" tahunya aku anak baik"". Malah jadi panutan anak"" ttg dan teman kerja ortuku..
Tapi sampai skrg aku merdeka dan dgn pilihanku...
Walau ga nikah sama laki yg saat itu menurutku itu pilihan terbaik.. 6 tahun sdh tapi bener pilihan itu adalah yg terbaik..."
@AnisahTsabitahAshari-z1r,2025-07-18T08:41:18Z,0,ini sama mantan yang mana si ges?
@anitaratnade,2025-07-18T08:41:18Z,0,Akibat pergaulan bebas ni
@ghofaralvikram9786,2025-07-18T08:41:17Z,0,Ini udah sama bravy kan?
@putriaini7058,2025-07-18T08:41:17Z,0,😭😭😭
@andifathimatuzzahrah3496,2025-07-18T08:41:15Z,0,Dj panda kah?
@dwisarah1784,2025-07-18T08:41:15Z,0,Film bukan sii ini
@vespabodong-s3x,2025-07-18T08:41:15Z,0,"Bravy next level sih, bumil ttp gaspol 🔥"
@HANDAYANIBTJASMANIRUKANI,2025-07-18T08:41:15Z,0,"Semangat dear, Banyak Di luar Sana yg seperti km ."
@rizalf7954,2025-07-18T08:41:13Z,0,Mungkin yg dimksd di dj 🐼
@amubaaneh8537,2025-07-18T08:41:13Z,1,BRAVY VCONK lu keren bgt sattt
@thisisacaaaaa,2025-07-18T08:41:10Z,0,"sending biggest hug for u mba er, lafya! ❤"
@addindaa,2025-07-18T08:41:09Z,0,Hah kaget bgt🥹
@indahwulan436,2025-07-18T08:41:09Z,1,Panda ini mah fix😢
@bundafaikar1,2025-07-18T08:41:09Z,0,Ya Allah ..lagi seru serunya dgn Bravy..liat postingan mereka😢
@priskilaagustina3071,2025-07-18T08:41:07Z,0,"bntr2...klo dia hamil,tapi knp dia minum di klub??pas sama golongannya reza arab?"
@ErinSoraya-v1r,2025-07-18T08:41:06Z,0,Klo bole tau siapa ya yg hamilin mb erika
@commonchannel9918,2025-07-18T08:41:05Z,0,"Gw juga kalau nggak keguguran sama kaya u sekarang Er….
9bulan,
Tapi yaaa ternyata belom rejeki karna habis tau gw hamil malah ditinggal,
Tapi sekarang balik lagi…."
@AnggoroPriyowicaksono,2025-07-18T08:41:00Z,0,"Owh erika yang dispill dibbk pacarnya vconk yg tatoan ditangan umurnya 30 an keatas ya?..koreksi saya jika saya salah..tetap tabah buat kalian berdua ,pasti ada jalan terbaik buat calon bayi nya.. (kata kata timoty mas tergiang2 dikepalaku😢)"
@wulanwulan1107,2025-07-18T08:40:59Z,0,"Setiap liat mba Er dlm hati pasti hamil, pasti hamil deh yakin, ternyata bener,, mklum mamak2 feeling nya josss,,, semoga mama dn bayi ny sehat"
@luciadejesus6581,2025-07-18T08:40:59Z,0,Di katolik Hamil di luar nikah juga ngaa apa2 yg penting tidak berbuat aborsi
@debytri441,2025-07-18T08:40:59Z,0,Dia gejeglong ketemu orang modelan kek gtu 😮
@nugroschannel2647,2025-07-18T08:40:58Z,0,Lha...
@efrinaagustina3068,2025-07-18T08:40:58Z,0,"laki2nya mungkin butuh tes dna, atau mungkin laki2nya ga baik utk dijadikan suami"
@mettylim6251,2025-07-18T08:40:55Z,0,"Mbak er udh mengakui semua kesalahannya dan dia jg berani bertanggung jwb atas semua perbuatannya,sy yakin mbak er  pasti akan jd manusia yg lebih baik ke dpn nya,belajar dari kesalahan,ttp semangat mbak er,kita ga berhak menghakimi,krn kita semua punya dosa dan kesalahan masing2"
@olgachristy3247,2025-07-18T08:40:55Z,0,Mba er send u a lot of hug🥹🤗
@evanovalia8268,2025-07-18T08:40:54Z,0,"Semangat kamu perempuan hebat, itulah laki2, yg udh menikah aja cerai gara2 suami egois dan suka selingkuh... Kamu mampu tegak di kakimu sendiri❤karma itu ada biarkan Tuhan yg bekerja."
@YuniYuni-lw7ci,2025-07-18T08:40:53Z,0,MB er .. Elu brcanda kan ??!
@pepynoapriela1810,2025-07-18T08:40:52Z,0,Pantes dia bilang udah ga minum
@GitaFitria-r4n,2025-07-18T08:40:51Z,0,Tp buat ko bravy lo keren mw nerima mba er apa adanya
@dandiwrytm466,2025-07-18T08:40:51Z,0,"Datang2 nangis2 klarifikasi di podcast wkwk, ga penting cokk gak berbobot nih podcast"
@paramitazr1805,2025-07-18T08:40:48Z,0,Fyp di tiktok langsung lari kesini
@ItaSari-g5d,2025-07-18T08:40:46Z,0,Aku hanya ingin peluk kamuuu... ❤❤❤❤❤❤❤
@NurSafitri-r8u,2025-07-18T08:40:46Z,0,Emang kalo boti mulutnya lemes banget
@oktavianamaulani9833,2025-07-18T08:40:46Z,0,"Contoh Akibat dari pergaulan bebas Hamil di luar nikah, nauzubillah"
@desitriprastika217,2025-07-18T08:40:42Z,1,Harusnya dia ke deni sumargo c. Hehe😅
@Nadewid,2025-07-18T08:40:41Z,0,Engga yaaa engga boleh dicontoh / dinormalisasi
@ennyrossamauikutmakan9575,2025-07-18T08:40:40Z,0,Conya siapa ?
@lembahbiru12,2025-07-18T08:40:40Z,0,"mau heran , tapi ini 2025 , yg seperti ini bukan hal Tabu lagi,"
@monicaputri9827,2025-07-18T08:40:39Z,0,🐼 ?
@milamila6187,2025-07-18T08:40:39Z,0,Pantesan sekarang jarang nongol ma f dulu tiap hari sekarang f balik ke vio😅
@xxxtiw,2025-07-18T08:40:36Z,0,Boongan gak sih? Cuma promo film kan ya?
@syarifarif680,2025-07-18T08:40:36Z,0,"Kasian, Erica yang baik hati. Semoga kamu dan bayimu sehat dan kuat. Semangat!"
@sunardi-x1b,2025-07-18T08:40:34Z,0,sebelum hamil enakkkk...udah hamil nangisszzzzzz 😂😂😂 asuuuu
@DafaraFafara,2025-07-18T08:40:31Z,0,Lah ini cewek kan emang hobi ewean kalau pacaran😂
@julianamaliki1357,2025-07-18T08:40:26Z,0,Semoga kamu dan anak kamu selalu berlimpah rezeki dan kebahagiaan. Aamiin ...
@shinehyatthayat8801,2025-07-18T08:40:24Z,0,Yg di lakukan Erika salah.tapi  sudahlah biar dia besarkan anak nya dan biar dia mohon maaf pada yg di atas. kita ambil pelajaran nya aja.
@nasyithaanaviya6399,2025-07-18T08:40:22Z,1,Kirain hoak demi apa kak errr 😮
@yanikoes63,2025-07-18T08:40:22Z,1,"Errica.....semoga kamu kuat, sabar dan ambil hikmahnya. Rawat anakmu dg baik, beri nafkah dr uang yg ""Baik"" Insyaa Allah dan anakmu sll dlm lindunganNya. Aamiin Ya Rabb"
@Syifaandrea,2025-07-18T08:40:20Z,2,Kaget banget
@CikolManRC,2025-07-18T08:40:19Z,1,Ok tinggal undangan narasumber 1 nya dong. Biar tau way way
@gpxazivaa5186,2025-07-18T08:40:18Z,0,bingung mau sedih apa kasihan
@nikomahes2318,2025-07-18T08:40:16Z,0,Pdhl lagi bahagia2nya sm bravy😢
@yeninuraeni6518,2025-07-18T08:40:14Z,0,Sama mantan nya mba aura bukan sih? Yg sempet kaya foto prwed juga gtu?
@XyxyLolo-x5l,2025-07-18T08:40:14Z,0,"Ya Allah ,kak Erika , mudah mudahan Tuhan selalu melindungi-Mu dan anak-Mu ,aamiin , 😢,"
@myimelqueen7633,2025-07-18T08:40:13Z,0,Yaudah lah tgl 8 agustus nanti nambah lg ponakan online gpp sehat2 ya debay
@mayangsari5239,2025-07-18T08:40:13Z,0,ini beneran apa borongan guys???
@Alisha-k5v3i,2025-07-18T08:40:13Z,0,Bapa na saha
@mamihmuda4849,2025-07-18T08:40:12Z,0,Siapa cowo yg dimaksud ?
@dind12,2025-07-18T08:40:12Z,0,anuan di pabrik gula kah😭🤌🏻
@fb_journey7805,2025-07-18T08:40:11Z,0,"Emang bisa ya di akte cuma ada nama ibunya? *serius nanya, Hermafrodit kali ah..."
@miraindria,2025-07-18T08:40:08Z,0,"Ur gonna be amazing mom❤,congratulation,semangat dan sehat selalu❤"
@AkbarRiadi-o9c6b,2025-07-18T08:40:08Z,0,Sapa sih cwoknya
@israpuspitasari,2025-07-18T08:40:07Z,0,Mbaa er pelukkk jauhhhh
@AnishaMei,2025-07-18T08:40:06Z,1,Bravy gimana kak
@monicadeboraaa4255,2025-07-18T08:40:05Z,0,"jadi TOXIC family ataupun TIDAK, tidak menjadi alasan untuk kita merusak masa depan kita sendiri. selama ini kita melihat fenomena anak2 yg merusak dirinya dengan alasan TOXIC family. tapi nyatanya disini erica punya keluarga yg HANGAT. so guyssss stop menormalisasi merusak diri dgn alasan apapun. karena masa depan adalah MILIKMU sendiri. KEPUTUSANMU sendiri."
@laelasilmi236,2025-07-18T08:40:04Z,0,"Jgan sampe stress yah mba er, jd baby blues lebih bahaya buat anak"
@layushalayusha7788,2025-07-18T08:40:03Z,0,"Mbak er... 😭 baru judul aja ikut nyesek, g tega, ga rela. Mbak er nangis lemes aku.. G prnh ktmu tp nyesekk"
@missinon1368,2025-07-18T08:40:02Z,0,Mbaa er ITS okee semua pasti ada jalan nya❤
@demoiselleiro,2025-07-18T08:40:02Z,1,"dari awal lihat erica di sosmed uda keliatan dia tipe cewe brave yg berani tanggung jawab no matter what. aku bukan fansnya, tp aku respect dia berani speak up & memperjuangkan janinnya. masa lalunya bukan utk kita contoh ya.. tp salut sama erica dlm hal ini.. karirnya jg semakin ok sejak masuk dunia akting. keep on shining ya. semoga lancar lahirannya, bayi & ibunya sehat2 😊"
@NoviRatnasari-x7z,2025-07-18T08:40:02Z,1,Ayo netizen cari cowonya
@firnandapangestuti2314,2025-07-18T08:39:59Z,0,Hahahahaha promo film apa? Sumpah aku percaya ini beneran...
@tindriyachannel3481,2025-07-18T08:39:58Z,0,"Gue dah ikutan nangis, awas aja kalo ujungnya promo film😡"
@mariarupmawani2019,2025-07-18T08:39:58Z,0,Ngidam minta tolong in sama sahabat kak er kayaknya bisa deh kak pasti mereka happy bantuiin
@dedejuliana9060,2025-07-18T08:39:56Z,0,"Spil ajh mbk nma lakik ny biar gdk korban atau wanita/ lain lgi yg kemakan rayuan manis ny., maaf y klo saran aku ini slh😢tp biar gk ada wanita lain yg bgini😢😢"
@yulianita6036,2025-07-18T08:39:55Z,1,Semoga dilancarkan n dimudahkan persalinan nya 🤲😘💖
@melifebriani3497,2025-07-18T08:39:55Z,0,Cowonya eduuun siapa sih
@mustikaadelia8096,2025-07-18T08:39:54Z,0,Fixs DJ panda
@Giver1711,2025-07-18T08:39:54Z,0,Brevy bisa nrima mbak er .. wihh keren banget lah pokoknya salut 🥰
@sarinurindah3226,2025-07-18T08:39:54Z,0,"Erica ngomong nya kaya udah enggap bgt itu, tp peyutnya gak keliatan"
@NazriNazri-r8v,2025-07-18T08:39:52Z,0,"Di podhub =😂
Di close the door =😢

,"
@ervinop7398,2025-07-18T08:39:52Z,0,Si viconk bukan sih?
@masakenak5412,2025-07-18T08:39:51Z,0,Orang nya bule gak siui
@mawarlindasari,2025-07-18T08:39:50Z,0,"Ingat nonton jangan di skip,tonton sampe akhir biar dapat ilmunya dan pemahaman dari isi cerita. Jangan jadi tong kosong nyaring bunyinya.😅"
@elvinamahdhyah,2025-07-18T08:39:48Z,0,Ayahnya siapa ih kepo
@hildanasution7199,2025-07-18T08:39:47Z,0,"Laki2 jahat, aneh, seperti bocah. Keputusan tepat mba erika ga menikah sama dia."
@kianeppy,2025-07-18T08:39:46Z,1,Info cowonya siapa?
@mayasalsabila101,2025-07-18T08:39:46Z,0,Hah mba er sumpah
@OlaJune-k8p,2025-07-18T08:39:46Z,0,"Pantesan kok setiap ada momen minum, erika ngmng “lagi gk minum” awalnya mikir knp, ternyata hamil. Semoga baik2 aja sampai lahiran yaaa mbak er"
@m.idzhartaufiq4122,2025-07-18T08:39:43Z,0,ga habis pikir tuh sama cowoknya
@annaliza5287,2025-07-18T08:39:43Z,0,Dah g kaget 🤣
@AdellEmely,2025-07-18T08:39:42Z,0,Ini sapa 🤔
@itsmesarrr08,2025-07-18T08:39:42Z,0,Lagi scroll2 yt kaget banget liat berita ini. Semoga sehat2 mba er❤
@bermainbersamazakia1292,2025-07-18T08:39:40Z,0,Perutnya kok gk besar ya?
@nurwandi_id7359,2025-07-18T08:39:40Z,0,Cs nya yb bukan
@MonicaAdityani,2025-07-18T08:39:40Z,0,"Bapaknya ga ada, anaknya ga perlu khawatir sih emaknya badass, onti ontinya superpower di medsos. 
Kalem aelah er, sehat sehat sampe lahiran. Lancar sehat selamat gakurang apapun! Anaknya cowok, ntar yang jadi garda depan jagain mami ya dek!"
@ayuapr4810,2025-07-18T08:39:39Z,0,Promo film gasih ?
@SunartiSunarti-hp1hj,2025-07-18T08:39:39Z,0,Justru malah jijik sebagai sesama perempuan melihat berita kek gini
@febriyolanda8544,2025-07-18T08:39:39Z,0,"Kak sumpah km kok bsa nahan smpi 9 bulan ya ampun shock sumpah 🥹🥹, sejahat itu bgt bpknya anjir 😢😢😢 stay strong mbk errrr❤"
@buatqianzy,2025-07-18T08:39:39Z,0,"Hamil kok nangis, dulu sebelum hamil enak bgt maen nya."
@viephasaphasa,2025-07-18T08:39:38Z,0,Biasa lihat erika selalu ceria skng jd mewek2.
@kepo3999,2025-07-18T08:39:38Z,0,"Buat laki laki yang ga bertanggung jawab, monyet lu semoga sisa hiidup lu isinya kesusahan."
@Liza-zv6pd,2025-07-18T08:39:35Z,0,"Meskipun ini salah manusia tempat nya dosa, semangat ya mbak er kamu sudah hebat mempertahankan bayi tersebut, hug mbk er dari jauh 🤗"
@Bella123-d1n,2025-07-18T08:39:35Z,0,Ini filem apa beneran? Tolong
@zalfaalkautsar,2025-07-18T08:39:33Z,0,cung yang mampir karena fyp tiktok!!
@AndiniFebrianti-il2yk,2025-07-18T08:39:32Z,0,yangg kuattt ka ericaaa❤
@lisnasurvive8849,2025-07-18T08:39:32Z,0,Kaget bgt si blm lama d podcast Rachel jd host. Trnyta menyimpan luka sedalam itu. Smgat er. Jdikan pelajaran
@nursanahsariwati293,2025-07-18T08:39:31Z,0,Dia sudah sukses wlw hamil di luar nikah anak ny tidak akan kekurangan
@Herviadanpe,2025-07-18T08:39:31Z,0,"Dari si cowok nya bilang ""kamu ga marah sama aku too?""  Kek nya tau sih siapa ya gak sih😢"
@setitikpictures996,2025-07-18T08:39:31Z,0,"Semoga sehat selalu kak, tp sorry untuk soal pergaulan bebas nya memang inilah konsekuensi nya dari berhubungan diluar nikah"
@ikanoviana6482,2025-07-18T08:39:29Z,0,"Pantes waktu diajak bravy main ke klup dia bilang ""tapi gua ngga minum""
Jadi ini alesan nya"
@GisellaPutrisumantri-lq7iw,2025-07-18T08:39:25Z,0,Gilaaaaa mba errrrrrr sedih bgtt dengernyaaaaaa 😭😭😭
@Promptlabceko,2025-07-18T08:39:24Z,0,MAKANYA JANGAN ASAL NGEWWW
@yantiaulia283,2025-07-18T08:39:24Z,0,"Kirain dia gk gampangan ,,, ratu dugem"
@Pipin01Kiki,2025-07-18T08:39:23Z,0,dj panda gak sih
@Shinjuku0x,2025-07-18T08:39:23Z,0,"Cukup do'akan dan support, jgn dihujat krn semua pasti pny kesalahan masing2, dan jadikan hal spt ini sbg pembelajaran buat semuanya... 

Sehat2 terus buat Ibu dan bayinya..."
@cicisetiani7879,2025-07-18T08:39:23Z,0,promo film?
@SonnyPramana-z6s,2025-07-18T08:39:21Z,0,Ko ga keliatan si perutnya gede
@MasplonMasplon,2025-07-18T08:39:18Z,0,Ka Erika peluk jauh🥺
@setaniblis8794,2025-07-18T08:39:17Z,0,"hidup terus berjalan,jangan pantang menyerah,keep strong 💪"
@AnaSimorangkir-v1d,2025-07-18T08:39:16Z,0,Fiks setingan
@hawindjazulie8386,2025-07-18T08:39:15Z,0,"Terlepas dari kesalahan yang sudah diakuinya, salut sama sama kamu mbak, awal dari mengatasi masalah adalah mengakui dulu"
@firdailhami7750,2025-07-18T08:39:07Z,0,Dj panda jancok
@dandisaputra1218,2025-07-18T08:39:02Z,0,"Keren coyyy,, lahir diluar nikah di kasih panggung sama podcast terbesar Deddy Corbuzier. Katanya untuk orang orang pintar yang bisa duduk bangku itu, kok kok 😂😂😂ba kekok ba kekok"
@putritsaniaapandi2847,2025-07-18T08:38:59Z,1,settingan atau borongan ini ? (bertanya dgn nada serius)
@lenioktaviyanti9399,2025-07-18T08:38:59Z,0,Nangis banget 😢
@kamu984,2025-07-18T08:38:56Z,0,"Cowok nya siapa sih anj ,,,, Bocil bgt nyuruh nyerang pake fans"
@PurnaWirawan-p3y,2025-07-18T08:38:54Z,0,Kita senasib er😢 cerita kita mirip dan semoga selalu diberikan kesehatan kekuatan
@mariaimaculatta7784,2025-07-18T08:38:53Z,1,Bravy gimana anjenggg😭😭😭😭
@imperfectlife5493,2025-07-18T08:38:51Z,0,Cowoknya yg hamilin yg mana?
@NurSafitri-r8u,2025-07-18T08:38:51Z,0,Ynag lakinya kya boti
@michaeldesanta1830,2025-07-18T08:38:51Z,0,"Erica, aku ga membenarkan HS sebelum menikah 
Tapi aku rasa kamu sudah cukup menyesal dan bertanggungjawab dengan pilihan yang kamu buat. 
Semoga kedepannya, bisa lebih bijaksana dan hati-hati ya, karena mau bagaimanapun Erica adalah publik figur dengan banyak followers. 
Semoga kamu dan bayimu sehat ya Erica, aku harap setelah ini tidak ada lagi publik figur atau siapapun lah yang MBA begini. 
😢"
@W_Oxygen,2025-07-18T08:38:49Z,0,"yaaaa gimana ya, konsekuensi atas perbuatan nya sendiri. berempati pun tapi tetep aja salah sendiri"
@AnisaMulia-wv5ze,2025-07-18T08:38:48Z,0,Sedih
@sarahmailisa2438,2025-07-18T08:38:47Z,1,Ya gimana yaaa mau respect tapi dia salah cuy jadi ya kek nikmati aja hasil dari perbuatannya toh dia kaya kok
