Author,Published At,Like Count,Comment
@nayllaazharaputri,2025-07-18T04:42:18Z,0,"Harusnya 
1.perempuan banyak muda 
2.kehilangan dirimu
3.kan kau juga manusia
5.matahari bersinar
Yang nomer 4 gak tau"
@RidwanEfendi-g6k,2025-07-18T04:41:25Z,0,😂😂😂
@Nauraaaa-q3n,2025-07-18T04:36:21Z,0,Gak tahan ngakak yang no 1 perempuan kayak kuda👹👹👺🐸🌹
@TheGreatestIndonesia,2025-07-18T04:32:58Z,0,"Matahari dibarat"" End😅"
@TriyugoWibowo-oq3op,2025-07-18T04:16:32Z,0,Yang pertama kaya galyas
@velynaryela,2025-07-18T04:12:25Z,0,"Yang ke lima ku tambah ku gendong tas Merahku di angkasa









 map nambah nambah lirik 🗿🙏🏻🗿"
@wardiyono3209,2025-07-18T04:11:22Z,0,Ihh ya ke satu kak galyas😊❤
@yulianti3011,2025-07-18T04:06:47Z,0,itu galyas yang pertama
@moba08,2025-07-18T04:02:21Z,0,Udah kiamat nanti kalau matahari di barat bg subhanallah
@MrRocks24,2025-07-18T03:59:39Z,0,🤱🤱🤱
@jumsijumsi7797,2025-07-18T03:52:00Z,0,Keh
@RahimaRahiman-b4c,2025-07-18T03:49:40Z,0,😅😅😅😂😂❤❤
@TutikSusilowati-d6g,2025-07-18T03:45:53Z,0,*_-ini cowok yang susah di tebak 🤣🤣🤣🤣-_*
@Santi-f4v,2025-07-18T03:38:55Z,0,Kayak kuda gueeee
@SusilawatieMatHassan,2025-07-18T03:36:54Z,0,😂
@desiutami7507,2025-07-18T03:33:16Z,0,Yang di rundung wibu sm matahari di barat ngakak bett😂
@rezthafhabyanz959,2025-07-18T03:28:17Z,0,Yg ke 5 kiamat dong😂
@Roa-t4l,2025-07-18T03:23:21Z,0,yang pertama canduu😂😂
@jihanmakaila.jihan30,2025-07-18T02:52:27Z,0,yg ke 1 ka galyas😂
@onyett3299,2025-07-18T02:47:31Z,0,Ngakak 🤣
@jhonvolta5473,2025-07-18T02:18:26Z,0,😂😂😂
@MJHL2811,2025-07-18T02:17:27Z,0,😂
@putratarigan-f1g,2025-07-18T02:17:20Z,0,buat lebih banyak konten seperti ini 😂
@ZahiraYulianti-i2d,2025-07-18T02:02:22Z,0,😂😂😂😂😂😂😂😂😂😂😂
@niknum5943,2025-07-18T01:59:40Z,0,Ngakak ampir keselek gw 😭🤣
@SofyanAlfatrisi,2025-07-18T01:50:31Z,0,Lucu banget nomor 1 sam nomor 3
@twtu550,2025-07-18T01:44:05Z,0,😂😂
@Kyoo.Official,2025-07-18T01:32:00Z,0,Suwer ngakak sendiri 😂
@pemancingmanagan4776,2025-07-18T01:27:30Z,0,"Pahala bang,pagi jumat  udah bikin orang ketawa ngakak😂😂😂"
@ribomila2843,2025-07-18T01:27:03Z,0,Matahari di barat😂😂😂😂😂 kiamat itu mah😂
@fransiskatjoe4955,2025-07-18T01:23:39Z,1,Aku ngakak jangan nangis 😭😭🤣🤣
@Eldi27,2025-07-18T01:19:18Z,0,No 5 😭😭 kiamat cook
@TatsuyaDk,2025-07-18T01:14:23Z,0,Haiiya susanti perempuan banyak hutang
@salmahmh1064,2025-07-18T01:10:06Z,0,😂
@salmaismail1780,2025-07-18T00:57:33Z,0,No 5 gelap
@evinkaazaleasyahputripaudb2215,2025-07-18T00:54:40Z,0,Mana gw wibu pula👁👄👁
@susiaryati6966,2025-07-18T00:37:10Z,0,Ngakak njeer😂😂
@AristaLende,2025-07-18T00:30:51Z,0,😂😂😂
@AfizahKhairinalatifah-u9g,2025-07-17T23:21:09Z,0,Anjayyyyyy😂😂😂
@ArdiansyahTerimakeputusan,2025-07-17T23:12:53Z,0,😂😂😂😂
@anomali-91-z2g,2025-07-17T22:45:32Z,0,"""kehilangan ginjal ku~""bisa nyambung lagi🗿"
@crowye5951,2025-07-17T22:30:19Z,0,No 1 temen gw itu 🤣
@MuhammadFaisal-zf5vy,2025-07-17T21:42:46Z,0,😂😂😂Matahri di barat..belum kiamat woi...😂
@mike-29,2025-07-17T21:07:42Z,0,Jangan nangis😭😭
@yeonyunji3842,2025-07-17T20:41:45Z,0,😭😭😭😭😭
@SyarifEffendi-b6v,2025-07-17T19:35:34Z,0,𝐌𝐀𝐒𝐓𝐄𝐑𝟏𝟑𝟖 emang juara dan terbaik
@NorJihan-d9f,2025-07-17T19:14:20Z,0,😂😂😂😂😂😂😂😂😂😂
@Turangan_Family,2025-07-17T18:37:54Z,0,Matahari di barat maka indo timur mundur😂😂
@devissudirman1638,2025-07-17T17:54:15Z,0,Terakhir langsung final day
@MaySaroh-j2u,2025-07-17T16:54:12Z,0,Kehilangan ginjal kuuuuuu😂🤣🤣🤣🤣
@haslinanovianti12,2025-07-17T16:53:37Z,0,😂😂😂😂😂😂😂❤
@sriyuniharyati5603,2025-07-17T16:51:09Z,0,Aku wibu
@muhammadhilalmaruf3064,2025-07-17T16:47:22Z,0,Gg parah no.5 auto kiamat donk
@rismayanti-o2c,2025-07-17T16:46:43Z,0,hahaha
@VikoJuna-d6w,2025-07-17T16:44:04Z,0,Hari sekali di barat dunia atau meledak 🗿🤣
@SampiLiah,2025-07-17T16:18:06Z,0,😂😂😂😂
@selvyfranatatv6529,2025-07-17T16:04:09Z,0,ngakak😭
@Rind4chi,2025-07-17T16:02:18Z,0,😂😂😂😂🤣🤣🤣👍
@KomozakiMitsuda,2025-07-17T16:01:05Z,0,perempuan kaya kuda😂😂😂
@iamhida,2025-07-17T15:48:39Z,0,Serem kali matahari dibarat😅
@HaesumaOk,2025-07-17T15:48:04Z,0,Kiyamat
@BellCa.Belluce,2025-07-17T15:28:09Z,0,Cape bgtt anjjirrr😭😭😭
@raditzaky6421,2025-07-17T15:23:40Z,0,Muka serius nyanyian misterius 😅
@anggabhomantara8184,2025-07-17T15:22:55Z,0,😄😄😄
@BagasWahyu-k4x,2025-07-17T15:18:17Z,0,Ngakak 😂😂😂😂
@arinramadhantyalfaizah4914,2025-07-17T15:14:27Z,0,ngakak sampe ubun2😂😂😂😂😂😅😅😅😅😅
@mochmaulanamalikibrahim8080,2025-07-17T15:11:33Z,0,😂😂😂😂😂😂😂
@KevinTian77,2025-07-17T15:11:16Z,0,Jangan nangis 😂😂😂😂😂😂😂 ngakak bet dah
@KeysaKeyla-v5b,2025-07-17T14:57:37Z,0,Yang 5 matahari di barat ituh kiamat kocak
@sadgaming53096..,2025-07-17T14:56:40Z,0,Terpopuler ⭐𝑲𝒀𝑻4𝑫⭐Member baru pasti jepee❤
@NimulalUraow,2025-07-17T14:56:40Z,0,Keren parah 𝑲𝒀𝑻4𝑫! Pengen main terus. 👏
@nisharaikwar4879,2025-07-17T14:56:40Z,0,Gw paling demen gas di ⭐𝑲𝒀𝑻4𝑫⭐ wkwkwkww seru. Harus sering2 sih ini mah auto jepey!
@Keshav-t3k,2025-07-17T14:56:40Z,0,Emang gak ada yang bisa ngalahin serunya ⭐𝑲𝒀𝑻4𝑫⭐.
@AmitKumar-i6i9k,2025-07-17T14:56:40Z,0,Lancar lancar bang salam Jepe ⭐𝑲𝒀𝑻4𝑫⭐
@SalnangMarak-nm6mo,2025-07-17T14:56:09Z,0,𝑲𝒀𝑻4𝑫...MODAL SEDIKIT HASIL MAKSIMAL &lt;3
@NarendraKumar-l2m,2025-07-17T14:56:09Z,0,Lancar lancar bang salam Jepe ⭐𝑲𝒀𝑻4𝑫⭐
@OmprakashKumar-q2p,2025-07-17T14:56:09Z,0,𝑲𝒀𝑻4𝑫? TERBAIKK JEPE TERUS BRO!!
@BikramMandal-ub7ci,2025-07-17T14:56:09Z,0,"𝑲𝒀𝑻4𝑫 JUARA PISANN EI, JEIPE GEDE GEDE , MAKIN SERU MAINNYA !"
@avinashmohol2203,2025-07-17T14:56:09Z,0,CAPEE BANGETT MENANG MULU MAIN DI 𝑲𝒀𝑻4𝑫🤑💥
@HariKrishna-of1up,2025-07-17T14:53:38Z,0,Pokoknya 𝑲𝒀𝑻4𝑫 recommended banget buat semua!
@Progaming-lo6xt,2025-07-17T14:53:38Z,0,Bikin senyum sendiri! 𝑲𝒀𝑻4𝑫
@AbdulRahim-t6v7y,2025-07-17T14:53:38Z,0,"Nyaman banget main di 𝑲𝒀𝑻4𝑫, Caerrnya nggak bisa berhenti 😆💸🔥"
@GopalBuj-b3w,2025-07-17T14:53:38Z,0,"Lucu sampe nggak karuan! Kalo mau duitnya nggak karuan banyak, 𝑲𝒀𝑻4𝑫 tempatnya! 💎"
@Princejain1089,2025-07-17T14:52:05Z,0,"Mantep ⭐𝑲𝒀𝑻4𝑫⭐ udah jadi kebiasaan, Caerr terusss !!!"
@SamarthTupe-s7x,2025-07-17T14:52:05Z,0,Cuma ⭐𝑲𝒀𝑻4𝑫⭐ nih yang langsung ngasih JP besar.. MANTAP BROO
@ayushmanprophantom8351,2025-07-17T14:52:06Z,0,Bener-bener rejeki nomplok 🤑💥 𝑲𝒀𝑻4𝑫 juara banget
@Aarna.gamingofficial,2025-07-17T14:52:05Z,0,"Konten seperti ini yang dibutuhkan di YouTube. Sukses terus!,𝑲𝒀𝑻4𝑫!"
@Vikash-j8b7o,2025-07-17T14:51:01Z,0,"Asli deh, ⭐𝑲𝒀𝑻4𝑫⭐ sama konten lo sama-sama bikin betah! 🏠"
@AbhinavAbhinavabhi,2025-07-17T14:51:01Z,0,Keren banget videonya! 𝑲𝒀𝑻4𝑫
@HEADTORED640,2025-07-17T14:49:15Z,0,"Auto senyum tiap buka 💫𝑲𝒀𝑻4𝑫 💫, cuannya gak kira-kira"
@karthikelumalai2004,2025-07-17T14:49:15Z,0,"Asli kontennya top, 👵𝑲𝒀𝑻4𝑫👵 juga selalu top sih. 👑"
@KavitapawarKavitapawar-je1jk,2025-07-17T14:49:15Z,0,"Gak nyangka iseng doang, eh malah ketagihan sama 𝑲𝒀𝑻4𝑫"
@rampatsing3376,2025-07-17T14:49:15Z,0,"Baru juga mulai, udah gak bisa berhenti 💫𝑲𝒀𝑻4𝑫 💫"
@Brightgaming29,2025-07-17T14:49:15Z,0,"Kontennya bikin betah, 👵𝑲𝒀𝑻4𝑫👵 juga bikin betah sampe pagi. 🌄"
@effsey1456,2025-07-17T14:42:40Z,0,No tiga Arya saloka😂
@meccaRK,2025-07-17T14:22:11Z,0,Ngakak woii😭😭 btw kalo mata hari di barat berarti kiamat dong😭😭
@puput9260,2025-07-17T14:20:40Z,0,yang nomor satu kayak galyas muka cewek nya
@Widiyanto-k1s,2025-07-17T14:14:30Z,0,"Gwe dngerin ny pake headset ketawa sndri,anak ma laki gwe mlh bilng mamah kumat 😂😂😂"
@asroanzani1545,2025-07-17T14:13:39Z,0,Salah lirik semua
@ArjunaPratama-v8b,2025-07-17T14:09:15Z,0,Udah kiamat kalo.matahari di barat😅😅😅😅😅😅😊
@ryugaalvaro6469,2025-07-17T14:08:08Z,0,😂😂😂😂😂😂😂😂😂
@felaayu2289,2025-07-17T14:00:03Z,0,Kuda kecebur got tapi orangnya yang kecebur got😂😂😂😂😂😂😂😂😂😂
@felaayu2289,2025-07-17T13:59:38Z,0,Kuda nil kecebur got
@akunbaruku9626,2025-07-17T13:55:13Z,0,😅😂😂😂😂😂
@DioShakabakekok,2025-07-17T13:52:46Z,0,Kehilangan ginjal ku sama 3
@tisa-ym9nr,2025-07-17T13:49:28Z,0,Jangan nangisss 🤣🤣🤣
@akifaaskana5503,2025-07-17T13:46:08Z,0,😂
@muhamuharudin5822,2025-07-17T13:38:54Z,0,Yang 5 gelap💀
@YumnaZahro-t4r,2025-07-17T13:37:12Z,0,Matahari di barat gak tuhhh🗿
@WangiShakilaadiba,2025-07-17T13:34:17Z,0,Nomor lima gak lucu bang hati² dengan candaan mu
@SeptianFarhandikafadly,2025-07-17T13:32:56Z,0,Di luar prediksi bmkg🗿🗿🗿🗿👍👊
@nandakurniawan4914,2025-07-17T13:30:15Z,0,Jangan 😂😂😂😂😂
@dikymovies4843,2025-07-17T13:29:18Z,0,Emang bener perempuan kaya kuda😂 ngakak cok
@bybey1994,2025-07-17T13:28:51Z,0,Semuanya bikin ngakak😅
@StandinSea-z5t,2025-07-17T13:24:07Z,0,Yg lucu jangan nangis dan kehilangan  ginjalku 😂😂😂😂😂😂😂😂😂😂😂😂
@SKYZKAGENOU,2025-07-17T13:23:11Z,0,Kiamat belum terjadi😂😂😂😂😂😂😂😂 kehilangan jinjal dijual anjing makan orang haram eh salah ngentik males padam bio
@10.dhitasyafanurlaili86,2025-07-17T13:20:16Z,0,Jangan nangiss sih gong nya😭😭😭
@PakKasian-d7z,2025-07-17T13:12:28Z,0,😅😅😅😅
@roytamam5826,2025-07-17T13:05:06Z,0,PEREMPUAN KAYA KUDA ITU SAYAAAAAA.... SAYA YANG NYEBUT. MAAF BUAT SUSANTI 🙏🏻🙏🏻🙏🏻
@WindaSetiawan-b7i,2025-07-17T13:00:47Z,0,Maaf ngakak 🤣🤣🤣
@DaikMakherlis,2025-07-17T12:59:37Z,0,A-apa itu deket pohon yang ke hilangan ginjal ku😰😥
@toucan123-x2m,2025-07-17T12:57:32Z,0,"""Matahari di barat"" 🗿"
@KomandanSakti-hq4hy,2025-07-17T12:54:37Z,0,Perempuan kayak kuda💅
@anomriyani2620,2025-07-17T12:54:02Z,0,Haha
@arifshaputro2485,2025-07-17T12:53:03Z,0,Sambil komat Kamit mulut Mbah dukun baca manga😂
@AlfinRahmatullah-r7y5r,2025-07-17T12:47:11Z,0,Gua dgr perempuan banyak kuda
@rinoindriyanto6938,2025-07-17T12:46:12Z,0,Kocaqqqqq jirrrr😌🤏🙉
@fajryrayga773,2025-07-17T12:42:09Z,0,Perempuan kayak kuda
@simahsimah3211,2025-07-17T12:36:55Z,0,"No 5,  kelar sudaaah dunia kalau beneran"
@RubiyahBiyah-es1kx,2025-07-17T12:36:02Z,0,Wkwkwk yg no. lima matahari dibarat🤣🗿
@rikiartanto3023,2025-07-17T12:31:32Z,0,Eh aku kangen lihat konten mas sambung lirik malam2 itu...siapa ya..😂😂😂
@AnitaNapu,2025-07-17T12:28:53Z,0,Heh perempuan itu cantik bukan kaya kuda 😑🫩
@muhammadiqbalwidiaputra6480,2025-07-17T12:27:30Z,0,Banyakan dari konten Izzy pizzy 😂
@Just_Alloh,2025-07-17T12:22:46Z,0,"Kok terhibur yaaa
Ada lagi gak ya video kyk gini"
@bewokputra-n6m,2025-07-17T12:20:38Z,0,"ᴍᴇ-ᴍᴇɴᴀɴɢɪsʟᴀʜ
ʏᴏᴜ-ᴊᴀɴɢᴀɴ ɴᴀɴɢɪs😅😅😅"
@hidayatullahhidayat7214,2025-07-17T12:18:28Z,0,Di rundung wibu
@arsyilarumeesa6783,2025-07-17T12:15:05Z,0,Aneh suara nya😂😂
@sastrongaijan,2025-07-17T12:13:59Z,0,🚾
@a.mulyadi5540,2025-07-17T12:08:08Z,0,Nonton nya sampe di ulang-ulang soalnya lucu..😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣anjay kocak coooooo.🤣🤣🤣🤣🤣🤣🤣🤣
@KhanzaKhairunnisa-c8p,2025-07-17T12:07:28Z,0,"Bang jangan gitu lah pahala ai belum banyak🗿
No .5"
@azimapalupi8138,2025-07-17T12:05:38Z,0,Ke 5 kaya teman ku cewek
@iiskomalasari294,2025-07-17T12:05:03Z,0,Lucu semua 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
@ahniecchuar9357,2025-07-17T12:04:28Z,0,😂😂😂😂
@Gojo-5v,2025-07-17T12:02:22Z,0,Perempuan banyak muda lah 🗿
@SugengRianto-z6w,2025-07-17T12:01:38Z,0,Di blakang kayak pocong wedon
@dedesusanti-rv3qe,2025-07-17T11:57:39Z,0,yg pertama itu galyas😂
@Syaa_281,2025-07-17T11:55:25Z,2,Day 1 nyanyi sesuai yg ad di pikiran  🗿
@NiswatulHusna-y9b,2025-07-17T11:54:37Z,0,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤭🤭🤭🤭🤭🤭🤣
@Nisa-l6v,2025-07-17T11:54:20Z,0,😂😅🤣
@Brendabray-o8o,2025-07-17T11:44:13Z,0,😅😂 yang lawak yang jang mandi
@jangkek-profitpasti,2025-07-17T11:42:55Z,0,"WD di AGEN878 cepat banget, gak ribet sama sekali"
@DWIANGGRAENI-v2b,2025-07-17T11:42:38Z,0,Wkwkwkwk😂🤣
@Ayugusti-b2d,2025-07-17T11:35:42Z,0,Apalah
@husainibaminpers7236,2025-07-17T11:34:01Z,0,Qu'est ce que c'est
@LubnaUna-z1v,2025-07-17T11:31:11Z,0,Salfok yg pertama yg nanya ka gege
@Ica_love-night,2025-07-17T11:27:56Z,0,Prempuan kaya kuda🗿
@zayyanjer,2025-07-17T11:16:51Z,0,"Lagu yg gw cipta FR FR FR

pagi ku cerah ku matahari di barat
Ternyata sudah kiamat
Aku belum bertaubat

💯💯💯💥💥💥🔥🔥🔥🤡🤡🤡"
@azylatif7179,2025-07-17T11:11:15Z,0,Orang nya be like : woii bangunnn matahari udh di baratt👁️👄👁️
@indripaujiah-um9os,2025-07-17T11:06:29Z,0,😭😭😭
@GloriaqueenzhyTewu,2025-07-17T11:00:12Z,0,😂😂😂😂
@ElfanPramudya,2025-07-17T10:52:46Z,0,Matahari di barat gak tu🗿🗿🗿🗿🗿🗿
@dianasukma9107,2025-07-17T10:42:42Z,0,😂😂😂😂
@ViviMarlen,2025-07-17T10:27:58Z,1,😎😎😎😎
@aisayoong,2025-07-17T10:19:51Z,0,Padahal sering lewat tapi tetep aja lucu 😭😭😭
@DewiDewi-u2g,2025-07-17T10:15:02Z,0,😂😂😂😂
@cantikkali-bang,2025-07-17T10:03:46Z,0,Perempuan kaya kuda😂😂😂😂😂
@kristaindah5874,2025-07-17T10:01:52Z,0,not funny blass
@MuhammadFirman-mr8gi,2025-07-17T09:51:50Z,0,"Matahari di BARAT,Gelap banget cok,KIAMAT"
@telgialfin,2025-07-17T09:51:40Z,0,Yg pertama ko jiji bnget ya😅😅
@kia-w3u,2025-07-17T09:50:40Z,0,"Ku ulang"" terus loh"
@Zee_one9k,2025-07-17T09:40:49Z,0,"""Muahhh""🗿😋💔"
@PuspaElisa,2025-07-17T09:39:28Z,0,"Top 5 sambung lagu lirik lucu
1.matahari di barat
2.kehilangan ginjal ku
3.perempuan kaya kuda
4.dirundung wibu
5.jangan nangis"
@NadiaAulia-h5z,2025-07-17T09:34:35Z,16,the real mengejek kasta perempuan 😭😭😭
@PaitoFarel,2025-07-17T09:29:59Z,0,Memang cowok susa ditebak kalo obat nya habis🤣🤣🤣🤣🤣🤣
@SalsaAlika-qt9nh,2025-07-17T09:26:39Z,0,Yang ke 1 mirip kak galyas 😮
@LaylaNafisa,2025-07-17T09:22:14Z,0,Aku suka 1😂😂😂😂😂😂😂😂😂😂😂😂😂😂semowah😂😂😂😂😂😂
@nicoyolandha,2025-07-17T09:10:07Z,0,"""Iiini hiduuup, wanita si kupu-kupu"""
@tyasss55,2025-07-17T09:01:33Z,0,Nomor 1 lagunya nostalgia😢
@Nafisa05IN,2025-07-17T09:01:06Z,0,No 5. Jangan main main looo😑😑😑
@HANAGACHA_A,2025-07-17T08:59:32Z,1,"Yang no 3 lucu😂😂

Edit : makasih 300 like nya😊🙏"
@alifiafarkhanatunnimah4325,2025-07-17T08:58:07Z,0,Pls agak laen
@sitifasihahofficial9,2025-07-17T08:53:56Z,0,Suka yang ke 4 dan ke 5
@fitriaulia778,2025-07-17T08:51:54Z,0,Ap salaku apasala iBU ku hidupku...DirunDungWiBU
@IrwanIrwansyah-k3q,2025-07-17T08:48:58Z,0,Gua wibu
@fitriaulia778,2025-07-17T08:44:13Z,0,🤣🤣🤣🤣
@fitriaulia778,2025-07-17T08:44:03Z,0,wibu cuy
@Emisriwahyuni-gw8kj,2025-07-17T08:42:53Z,0,Kiamat dong
@FloMitha-du2wl,2025-07-17T08:35:36Z,0,Itu galyas gk sih?
@LisnaAqila,2025-07-17T08:33:16Z,0,😂😂😂😂😂😂😂😂
@PangeranElang-t6g,2025-07-17T08:28:55Z,0,Hahahahahhahahahahhahahahahahahahahhaahhahahahahahahahhahahahahhahahahahahhahahaahhahahahahahhahahahahahahabbabahahahahabhahahahahahhahahahahahhaha😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@JumaRiani-xy7jh,2025-07-17T08:25:46Z,0,Yang 5 kalau terjadi betulan auto mat# semau 1sama 5 favorit
@Sensei-c8k,2025-07-17T08:20:38Z,8,Pagi ku cerah ku matahari di barat ku gendong tas merah ku bersiap 🗿
@avrvideo8805,2025-07-17T08:20:32Z,0,Ayam susanti perempuan kaya kuda 😂😂😂😂😂😂
@angellaherniyati7486,2025-07-17T08:06:19Z,0,Pin pliss
@Unknown-u3l4g,2025-07-17T08:03:14Z,0,Yang kedua dapet kecupan manja
@AleshaNahda-y7h,2025-07-17T08:01:39Z,0,Mirip wali kelas ku pak agung
@rendipakih7835,2025-07-17T07:58:25Z,0,"Bagi kuu 
1.aya susanti 
2 jangan nagis
3 matahari di barat 

4.kehilangan ginjal ku
5, di rmdung ibu😊





Tapi yang paling kocak sampe aku ulang adalah no 1,2,3 sih yang samnsini ngumnpull"
@EmpatFatimah-ll9in,2025-07-17T07:57:51Z,0,Akhirnya bisa tidur nyenyak😭🗿🗿😭😭😭😭😭😭🗿🗿🗿
@AstriPitriani-s3y,2025-07-17T07:47:39Z,0,gokill ini mah  𝐃𝐎𝐀𝐒𝐋𝐎𝐓
@sazkiameliana9185,2025-07-17T07:42:36Z,0,Perempuan kaya kuda😂😂😅
@AninditaNur-m8w,2025-07-17T07:42:21Z,0,Lucu banget aku nonton nya diulang-ulang🤣🤣🤣🤣
@NadiaWati-e3n,2025-07-17T07:40:41Z,0,Ngakakak 😭😭😭😭
@Susanto-f7w,2025-07-17T07:37:07Z,0,Yang pertama😭🤣
