Author,Published At,Like Count,Comment
@Awwa-i6k,2025-07-17T19:21:30Z,0,"Pokoknya kalau cari rejeki, 𝗩𝗜𝗦𝗜4️⃣𝗗 paling gokil 💥🎰 Jepei terus"
@YugalKishor-b2j,2025-07-17T19:21:16Z,0,𝗩𝗜𝗦𝗜4️⃣𝗗..Terpopuler masakini✔
@GundlakuntaMaruthi-g3d,2025-07-17T19:21:17Z,0,SITUS MANTAP 🎰𝗩𝗜𝗦𝗜4️⃣𝗗 🪄 GAMPANG MENANGNYA
@PradhanDC,2025-07-17T19:21:16Z,0,Terus buat konten kaya gini bang. sangat bermanfaat! 𝗩𝗜𝗦𝗜4️⃣𝗗
@sumahp3149,2025-07-17T19:21:17Z,0,Gak ada hari tanpa kemenangan di 𝗩𝗜𝗦𝗜4️⃣𝗗! Meledak terus setiap hari!
@HYREMALLU212,2025-07-17T19:21:16Z,0,keren 𝗩𝗜𝗦𝗜4️⃣𝗗 gampang kasih mexwinnnn
@Renaldi05g,2025-07-17T19:20:39Z,0,Bener
@TECHNOLOGYPUYAL-m2b,2025-07-17T19:20:29Z,0,Main sebentar aja langsung dapet rezeki besar keren banget 𝗩𝗜𝗦𝗜4️⃣𝗗!
@Yanngam.konyak,2025-07-17T19:20:30Z,0,"Paling mantep 𝗩𝗜𝗦𝗜4️⃣𝗗 udah jadi kebiasaan, Caerr terussss main disiniii"
@KAIDOTAMILTAMILSGAMING-m4u,2025-07-17T19:20:29Z,0,Keren banget 𝗩𝗜𝗦𝗜4️⃣𝗗! Pengen share ke temen! 😎
@ntsbc2391,2025-07-17T19:20:22Z,0,SITUS MANTAP 𝗩𝗜𝗦𝗜4️⃣𝗗 GAMPANG MENANGNYA
@TapaswiniKasi,2025-07-17T19:20:22Z,0,Happy banget hasil dari 𝗩𝗜𝗦𝗜4️⃣𝗗 bikin hariku makin ceria!
@shradhajogu4191,2025-07-17T19:20:22Z,0,Sukaaa bangettt sama 𝗩𝗜𝗦𝗜4️⃣𝗗
@sriramaanjanailu6354,2025-07-17T19:20:22Z,0,Caerr lagi 𝗩𝗜𝗦𝗜4️⃣𝗗 emang bikin hidup jadi lebih kaya 😎💸🎉
@hussenurrahman4734,2025-07-17T19:20:22Z,0,"Berkat 𝗩𝗜𝗦𝗜4️⃣𝗗 saya berubah, dari kuli bangunan jadi juragan kontrakan."
@AnujBhallavi-z7h,2025-07-17T19:18:20Z,0,"Siang gini lagi nyantai sambil main 𝗩𝗜𝗦𝗜4️⃣𝗗, Malah dikasih maxwin terbaik memang"
@KanchanSingh-vh8yt,2025-07-17T19:17:31Z,0,Senang banget bisa dapet rezeki hari ini dari 𝗩𝗜𝗦𝗜4️⃣𝗗
@SathiyaprakashSuresh,2025-07-17T19:17:31Z,0,"Hasil dari 𝗩𝗜𝗦𝗜4️⃣𝗗, Membuktikan saya bisa beralih dari tukang bangunan jadi pemilik bangunan"
@Anjukumari-o1b5h,2025-07-17T19:17:31Z,0,Keren maksimal! Menang banyak di 𝗩𝗜𝗦𝗜4️⃣𝗗 auto jadi sultan dadakan!
@MawiaMawia-p4h,2025-07-17T19:17:31Z,0,"Main di 𝗩𝗜𝗦𝗜4️⃣𝗗 emang kacau. Di kasi menang teruss, Makasihh bnyakk"
@AmanAhan-kg3so,2025-07-17T19:17:19Z,0,𝗩𝗜𝗦𝗜4️⃣𝗗 tempat hoki yang nggak ada duanya!
@PinkiPal-po3ki,2025-07-17T19:17:19Z,0,"Cara kerjanya simpel, tapi hasilnya mantap, 𝗩𝗜𝗦𝗜4️⃣𝗗"
@TalibAnsari5588-e4t,2025-07-17T19:17:19Z,0,Senang banget bisa dapet rezeki hari ini dari 𝗩𝗜𝗦𝗜4️⃣𝗗
@RahulThakor-j4t,2025-07-17T19:17:19Z,0,Senang banget dapat rezeki tak terduga dari 𝗩𝗜𝗦𝗜4️⃣𝗗
@NarayananAds,2025-07-17T19:17:19Z,0,Suka banget sama 𝗩𝗜𝗦𝗜4️⃣𝗗 Game-nya seru! 🎉
@dashrathgundwa5221,2025-07-17T19:17:18Z,0,"Cara kerjanya simpel, tapi hasilnya mantap, 𝗩𝗜𝗦𝗜4️⃣𝗗"
@monicasamyal8357,2025-07-17T19:17:19Z,0,Senang banget dapat rezeki tak terduga dari 𝗩𝗜𝗦𝗜4️⃣𝗗
@MusahidKhan-i4r,2025-07-17T19:17:19Z,0,𝗩𝗜𝗦𝗜4️⃣𝗗 tempat hoki yang nggak ada duanya!
@jebegood8309,2025-07-17T16:29:17Z,0,kalo teh tawar?
@SatriaAja-r8b,2025-07-17T15:46:45Z,0,Cukur jembit dulu
@PokaPoku,2025-07-17T15:35:11Z,0,Dah jadi kang parkir aja tu dokter
@AdityaPutraa14,2025-07-17T15:33:48Z,0,min setelah makan berat langsung minum air dingin bahaya ga?
@sehullbae,2025-07-17T15:29:36Z,0,"Tubuh itu gx butuh ZAT BESI tp zat ENAK. Tengok tuh orang"" di kampung  abis makan apa aktifitas apa saja minum teh sehat"
@Na2024usa,2025-07-17T15:10:39Z,0,"Komentar isinya pd debat ribut baku hantam sling menjatuhkan saling hina saling memaki. 
Disisi lain konten kreatornya lg santai menikmati hidup dari hasil adsense, ga peduli respon netizen ini itu yg penting viewernya banyak interaksi tinggi fyp dan cuan. 
Yg pd debat dikomentar ga lebih dr batu pijakan yg diinjak"
@merayusukma3089,2025-07-17T14:40:17Z,1,"Sudah bener penjelasan dokternya, tp mestinya lebih ditekankan lagi; ""sangat tidak baik"" untuk anak2 karna salah satu penyebab utama kurang gizi anak2 Indonesia, terutama yg gol.menengah kebawah yg mana konsumsi gizi makanannya sudah pas2an bukannya diserap usus malah jd feses doank"
@fby989,2025-07-17T14:27:57Z,0,gw kalo habis makan sering minum es jeruk🗿😭🙏
@bobtian5186,2025-07-17T13:55:16Z,0,Keren kontenny cok
@ariofrs,2025-07-17T13:46:12Z,0,Njr gw tdi makan sambil minum es teh manis😂
@thunderbiru8872,2025-07-17T13:16:11Z,0,"Intinya bukan soal teh, seteLah makan kenyang jangan Langsung minum, baik buat kesehatan jarak sehabis makan minimaL 10 menit - 30 menit, waktu terbaik 2 jam seteLah makan boLeh minum, baik banger buat yg punya asam urat tinggi, selamat mencoba"
@iwanfauzi4904,2025-07-17T12:54:12Z,0,Intinya Jangan dengerin org tukang joged 😂
@gibranchannel4685,2025-07-17T12:38:04Z,0,"Rm.nasi padang pasti di kasi teh tawar kalao makan di tempat
.ga knpa2 tu org minang selama ni"
@gibranchannel4685,2025-07-17T12:36:35Z,0,Sok tau lo
@zyecx,2025-07-17T12:33:22Z,5,"Tanin dalam teh dapat menghambat penyerapan zat besi, terutama zat besi non-heme yang terdapat dalam makanan Nabati. Meskipun demikian, kekurangan zat besi jarang terjadi kecuali Anda minum kopi atau teh dalam jumlah besar dan/atau memiliki faktor risiko yang mendasari kekurangan zat besi."
@riskilagimewing,2025-07-17T12:31:48Z,0,Mirip MasAmba jir
@ymomoii,2025-07-17T11:58:00Z,0,Bener sih kata guru kimia ku juga bilang ga boleh makan nasi/ makanan berat minumnya teh😊
@johanindrapermana7328,2025-07-17T11:26:57Z,0,Notes : cuma sekali2 pas makan pecel mah gak masalah 😂
@lopezahus3117,2025-07-17T10:47:44Z,0,Untung Org medan gk tahu zat besi
@cancan57,2025-07-17T10:41:45Z,0,Tpi memang bagusnya air putih aja sih.
@anakabak6458,2025-07-17T10:41:34Z,0,Teh menyerap zat besi 😂 lah kan dalam perut juga ..tinggal diserap lagi...kalau teh bisa menghambat penyerapan zat besi..masuk akal
@apriadimisla481,2025-07-17T10:05:04Z,0,tinggal ngemil besi aja lgi
@hideousnorton,2025-07-17T09:58:46Z,0,"Apapun makanannya, minumnya *Teh Botol Sosro*"
@jjkouk,2025-07-17T08:52:10Z,0,Kalo olahraga panas jangan minum es
@endyabadi4445,2025-07-17T08:50:15Z,0,Tp balita d bawah 5 tahun apa tetap gak boleh minum teh ?
@etle7,2025-07-17T08:28:57Z,0,Es teh enak kok.
@nukeayuasmara,2025-07-17T08:04:14Z,0,"Kalau menurutku valid. KENAPA? ya kita pikir dan liat aja masyarakat menengah kebawah Indonesia, apalagi yg bawah bgt. Temen gw lah masuk RS gegara kurang kalium kurang zat besi juga padahal makan ayam goreng sering tp sering jg minum teh, masyarakat menengah kebawah sering abai terhadap nilai gizi. Itu yg perlu digalakan lagi"
@ReySky-q6g,2025-07-17T08:02:32Z,0,Kalo kopi dok?
@EvaDers669,2025-07-17T06:53:46Z,0,Mirip amba
@Ade-jepang,2025-07-17T06:38:56Z,0,Wah orang Medan kalau tu
@theblues6964,2025-07-17T06:05:34Z,0,Tapi kan air teh nya jg diminum masuk badan?
@randominternetperson5978,2025-07-17T06:03:10Z,0,Anak kecil
@mohammadaldi3175,2025-07-17T05:35:15Z,0,"Liat badan lu dokter ,udah pasti lu makan seenaknya sampe botak kayak begitu ,gw tau lu ngomong gitu biar makin banyak orang masuk RS 😂"
@riyananggamarully6321,2025-07-17T05:04:01Z,0,Kalo teh manis gmn
@aryoo8620,2025-07-17T04:53:50Z,0,Aslinya tuh protein bukan zat besi soalnya itu yg sring di edukasiin di konten2 jdi kyak maka bakso ada daging ada protein jngn di barenfin sma teh karna zat tanin akan mengikat protein sehingga ga keserap sma tubuh
@rizkisapari3113,2025-07-17T04:36:00Z,0,"Ada uji in vitro dan in vivo, dan hasilnya tidak selalu berkorelasi"
@khikmahtulamri7591,2025-07-17T04:10:27Z,0,"Betulll
Aku suka kopi dan es teh 
Tp krn kekurangan zat besi smpe HB sllu rendah, jdi g boleh ngopi/nge teh 😢"
@alfryallen1927,2025-07-17T04:09:07Z,0,"Gw minum teh tawar Hbs mkn ga masalah tuh bertahun2 .. pusingin amat, kecuali lu minum Coca-Cola baruuu"
@umaralfaruq9527,2025-07-17T04:08:55Z,0,Mencegah lebih baik daripada mengobati
@angelmutiara,2025-07-17T03:41:27Z,0,Hidup air putih 🔥🔥🔥🔥
@Pelatihonline457,2025-07-17T03:38:40Z,0,"Orang dulu, mbah2 Jawa minumnya teh tawar apapun makanannya, udah tua fisik masih ok,"
@iezaz9912,2025-07-17T02:47:14Z,0,"Bener sih selama gak ada penyakit dan tehnya tawar sih gak masalah, dan porsi teh juga gak berlebihan"
@hendriramadhan9067,2025-07-17T02:36:57Z,1,Intinya jangan kasih teh ke anak kecil
@user-hh3sk2sw4h,2025-07-17T02:26:36Z,0,Dokter selalu menganjurkan.. sembarang dikit gak apa2.. jangan terlalu sehat.. nanti dokter gak ada kerjaan... Rumah sakit tutup...
@adrianlevinugraha1731,2025-07-17T02:06:19Z,0,"Paling bener mah minum jus alpuket sih, soalnya enak 😋"
@SabunAyesha,2025-07-17T02:01:25Z,0,gua kira afif xafi
@lubu-r6h,2025-07-17T01:57:15Z,0,😂😂😂
@ArdianoSgrt,2025-07-17T01:29:27Z,0,Wkwk sotoy tuh sih kumis 😂😂 ilmu modal fyp 😂
@fathurohmanrobani4065,2025-07-17T01:21:58Z,0,Apapun makanannya minumnya teh tol sro 🗿
@aflahwitjaksono5645,2025-07-17T00:54:56Z,0,iyannjir bener dosen gizi gw dlu nge awere jangan over teh abis makan
@ronieryadin9912,2025-07-17T00:47:51Z,0,Si joged sok nyaho
@putrakrisna4127,2025-07-17T00:06:36Z,0,Bukan hanya zat besi namun protein juga
@muhammaddzakicahyaharyanto6205,2025-07-16T23:59:03Z,0,Waduh gua tim apapun makanya minumnya teh sosro
@thinobagus9795,2025-07-16T22:18:01Z,0,Itu dlu abang2 yg joged pake kaos kutang kan ya..?
@AndreInsomnia1989,2025-07-16T22:14:55Z,0,Sotau AGUS 😂
@erdeeswe,2025-07-16T22:04:26Z,0,air mineral 🤤
@bayramsezer4017,2025-07-16T21:27:43Z,0,Wahh di Turki orang orang ga bisa hidup tanpa teh😂
@welbymintano904,2025-07-16T21:05:52Z,0,Faktanya ternyata Tuhan itu tidak ada 😂😂
@taikao1111,2025-07-16T20:54:46Z,0,Wah cocok nih bisa kumpulin besi tua dengan teh😊
@ka_kandar,2025-07-16T20:07:31Z,0,"Disetiap warteg apa pun makanannya, minum nya ya EsTehmanis atau Teh Manis Anget😂"
@muhammadaziz9009,2025-07-16T19:49:59Z,0,Tapi makan ayam geprek + es teh enak banget
@hermawan8521-her,2025-07-16T19:49:27Z,0,"Fakta yang disampaikan : teh mengikat zat besi->valid✅
Saran : jaga jarak 2 jam saat minum teh dan makan berat->bukan fakta (debatable)
Kesimpulan, faktanya valid gk pake notes. Bedakan fakta dengan suggestion."
@ddrruuuu,2025-07-16T19:47:23Z,0,"Kalo disamperin orang ini, dimintain fakta, bilang aja. ""Lo tanya aja lah ke ahli-ahli, gausah nanyain ke orang random."""
@frdhnt,2025-07-16T18:15:52Z,0,"Njir baru tau, padahal org Indo mayoritasnya kalo makan di warteg pasti minumnya teh hangat/teh es😂"
@itozaki8746,2025-07-16T17:43:35Z,0,"Fakta yg berguna itu, habis makan jangan langsung sikat gigi, alasannya bs cek si google"
@meryrosullina,2025-07-16T17:28:40Z,0,"Bang menurut ku kamu keren . Bukan cuma nanya fakta tpi km buktiin smuanya itu keren sih yg ga tau jd tau. Lanjutkan ❤ 
Karena aku auto follow dan like berkat sering nonton fakta2 dsni"
@edhoyofficial,2025-07-16T17:20:41Z,0,alhamdulillah w dari kecil smpe skrng slalu air putih teh dan kopi cm terpaksa saat kumpul tmn2 doank...sehari2 slalu air putih
@ramagibox5666,2025-07-16T17:02:53Z,0,Perjelasan panjang dari si dokter..tapi ujungnya tetap gak ada point intinya juga
@arianabukangrande9617,2025-07-16T16:58:49Z,2,"Fyi : Ibu hamil itu gaboleh minum teh, karena bumil biasanya dikasih tablet zat besi sama dokter untuk memenuhi nutrisi si ibu dan si janin.

 Kalo bumil minum teh yg ada kandungan pengikat zat besinya, jadi zat besinya gabisa diserap tubuh, percuma dia minum tablet zat besi nya."
@rudy_darma,2025-07-16T16:47:34Z,0,"Sejak kapan dokter ahli gizi?
Hati-hati, spesialisasi yg berbeda 

Belum tentu supir bisa jadi masinis"
@martel2822,2025-07-16T16:32:45Z,0,Gawat nih yang punya semboyan apapun makannya minumannya teh better so strong😂
@NeanSky,2025-07-16T16:26:56Z,0,Waduh.. Setiap makan aku ditemenin es teh lagi😂
@kahfy_suzukiPLR,2025-07-16T16:22:33Z,0,Tua banget muka lu mul
@zainalmuttaqin200,2025-07-16T16:11:21Z,0,Aahh baru baru sekarang bingung gue dulu. Dr dulu ortu dulu anjurin malah minum teh buat nyemangatin sekarang sakit lambung jngan teh sakit dikit jngan teh ko bisa gtu ya🤸🏋🏻
@zakyfirsyah,2025-07-16T16:09:11Z,0,"kebiasaan manusia sekarang itu terlalu cemas, jikalau overtinking setelah melihat video ini karena sering minum teh langsung selepas makan, lalu berpikiran nanti saya akan sakit begini begitu, justru itu akan menurunkan sistem imun ditubuh. apa yang kita pikirkan itu sangat berpengaruh ke kinerja tubuh.

jadi yah, jangan was was aja sih 😂, salah pola makan dikit aja gak bikin kalian mati besok kok 😂"
@fermild3954,2025-07-16T15:59:20Z,0,Itu yang pertama pakai baju perempuan
@anasmahmud-kw5tv,2025-07-16T15:58:58Z,0,"Fakta yg berguna itu,, habis berak jgn lupa cebok,, itu fakta yg penting 😅😅😅,"
@kzeelightt,2025-07-16T15:48:11Z,0,ini mah pengetahuan umum jir😂😂😂😂
@iraramadhani13,2025-07-16T15:21:29Z,13,Baca jurnal ilmiah nya kak ada ttg zat aktif teh yg hambat penyerapan zat besi bahkan bisa sampe bkin resiko anemia klo terlalu sering konsumsi jarak dekat dg lainnya
@SukaSukaYoutubee,2025-07-16T15:12:03Z,0,Udah paling bener minum air tawar pake es batu banyakan aja guys🤤
@MuhamadRaffa-ye6xl,2025-07-16T15:11:35Z,0,Aku punya penyakit namanya talassemia kebanyakan zat besi gimana itu apa akan hilang ?
@OZYRO_28,2025-07-16T15:09:27Z,0,Kopi juga gitu bang.
@exoBri-p7x,2025-07-16T15:00:24Z,0,Tai ... Kontol
@Rebecca71,2025-07-16T14:59:28Z,0,"Gw thalasemia mayor gaboleh kebanyakan zat besi malahan.., penderita nya malah dikasih obat penggelontor zat besi"
@dagdigdugder9257,2025-07-16T14:34:04Z,0,ini mulyono kan?
@Niggpan1,2025-07-16T14:26:31Z,15,Teh itu sama kaya medan selalu ambil hal yg penting
@dikafirmansyah6779,2025-07-16T14:21:09Z,0,"Udah paling bener minum air putih aja.
Teh kalau lagi nyantai aja."
@DikaDwiSaputra-hn5zx,2025-07-16T14:19:01Z,0,Fakta modal googling
@the_DNY,2025-07-16T14:16:49Z,0,"Kanapa gak bisa ngomong r,,, (karna pak dokter kurang zat R)"
@Ayaaa2000,2025-07-16T14:16:36Z,0,"Faktanya bagian kiri kanan kita tuh beda dari alis bagian kiri lebih runcing dari pada bagian kanan, kaki kiri lebih besar dari pada kaki kanan, buah zakar dan payudara pun kiri kanan pasti beda pasti ada yg gede sebelah😂"
@Karimkarimrimrim,2025-07-16T13:53:01Z,1,"Alhamdullilah udah 3 tahun kurleb gk minum teh 
Minum nya air putih sama susu sapi segar tawar 
Gula dari nasi,semangka,pisang"
@masgalon-n4x,2025-07-16T13:46:57Z,0,SOK TAU COK😂😂
@ANSHGamingFFM-lp2zj,2025-07-16T13:44:27Z,0,bisa jalan jalan ke luar negri berkat main di 𝐖𝐆𝟒𝐃 hehe makasi 𝐖𝐆𝟒𝐃😘
@WarriorBen77-o2d,2025-07-16T13:44:27Z,0,awali hari mu dengan cuan bareng 𝐖𝐆𝟒𝐃
@BhawaniJat-n2d,2025-07-16T13:44:27Z,0,"main di 𝐖𝐆𝟒𝐃 deh member baru pasti di kasih menang, cocok buat sambil nyantui"
@user-IPS671,2025-07-16T13:43:25Z,0,"main di 𝐖𝐆𝟒𝐃 salah satu keberuntungan aku banget, karena selalu dikasih menang main disini"
@arnavkochekar3186,2025-07-16T13:43:25Z,0,Rezeki gaada putusnya makasi 𝐖𝐆𝟒𝐃
@AnjeshaAli,2025-07-16T13:43:25Z,0,yang butuh jajan tambahan langsung chat ke 𝐖𝐆𝟒𝐃 ajaa
@KailasYeldare,2025-07-16T13:43:25Z,0,tiap hari selalu hoki kalo basecamp nya di 𝐖𝐆𝟒𝐃
@santoshkumari2154,2025-07-16T13:42:26Z,0,alpukat tinggi protein kalo tinggi kesempatan buat wed3 ya di 𝐖𝐆𝟒𝐃
@AsharfPinara,2025-07-16T13:42:26Z,0,Jangan ragu main di 𝐖𝐆𝟒𝐃 pasti cuann berkali kali
@SaiashishAmgoth,2025-07-16T13:42:26Z,0,situs mantap 𝐖𝐆𝟒𝐃 gampang menang nyaa
@RamprasadBhartiyaBhartiya,2025-07-16T13:42:26Z,0,dep0 sekali w3d3 5x cuma di 𝐖𝐆𝟒𝐃😜
@RadhaGupta-d9e,2025-07-16T13:42:26Z,0,umur segini daripada pacaran ga dpt uang mending main di 𝐖𝐆𝟒𝐃 dapet cuan hehe
@Poojaarya-j6o,2025-07-16T13:42:20Z,0,ada yang mau di sawer? habis di kasih jep3 nih sama 𝐖𝐆𝟒𝐃
@TV_vikash,2025-07-16T13:42:20Z,0,orang bejo main nya yaa di 𝐖𝐆𝟒𝐃😜
@Nnnhhxnnhdsbnelsenhdheehd,2025-07-16T13:42:20Z,0,Jangan ragu!!! Gacor parah disini 🎉🎉👍 𝐖𝐆𝟒𝐃 terbaik 2025!!! 😊😊💸
@SameerThakur-s4v,2025-07-16T13:42:20Z,0,habis w3d3 di 𝐖𝐆𝟒𝐃 modal 10rb dikasih 2jt hehe
@_Respect_99999,2025-07-16T13:41:16Z,0,"Obrolan receh boleh, tapi menang di 𝐖𝐆𝟒𝐃 harus yang gede-gede!"
@AritraDas-l2o,2025-07-16T13:41:15Z,0,Obrolan paling asik itu sambil nungguin bonus harian 𝐖𝐆𝟒𝐃 masuk!
@XYZFLIMS8843,2025-07-16T13:41:16Z,0,Senang banget hasil dari 𝐖𝐆𝟒𝐃 bikin hariku makin ceria dan indah!
@Sanky_lyrics07,2025-07-16T13:41:15Z,0,wedeh terus2an mantep bgt  𝐖𝐆𝟒𝐃
@Yohoho494,2025-07-16T13:37:54Z,0,Orang yg seneng olahraga pasti kalo minum teh jauh dari jam makan😁
@goldskill9977,2025-07-16T13:27:03Z,0,Ingat kalo abis makan dan tiba2 keselek jangan minum teh dulu tunggu 2 jam 😅😅😅baru minum
